Dateiname	Signatur	Titel	Link	Größe	Datum
HK56B.jpg 	HK 0056b	Carte Nouvelle du Duché de Mantoue	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?GGXOTSITGrmaA.BKT1Beae.8Gj97h4lG@@FEuUAJ6ny15mu6894Io3WWpK22CZXuYPZ1qdvb.gcn17qzqjeyA8q0gtpOq8KfVuMIaROzl9hzdocosWWJQ.AGAv1Ms88WEFcIQh4NiinR2lqALcC9HQ/HK56B.jpg#	14885.62 KB	03.12.15
HK57.jpg 	HK 0057	Fluviorum in Europa principis Danubii Cum Adiacentibus Regnis nec non totius Graeciae et Archipelagi Novißima Tabula	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?lL5nMe7qGNcJjqmfnlrX7udpmHJkRkkAZQCrOxVbKBO4FrFbeREFASh5MqkFaGupItvhqSDkzAjpER35tWlIn9A4vPmzRAXqMfLaH1gSivlOOv@7d62K4pGL5pbp2fqMQpyBLMd5t9qF0DxPXI3Rjw/HK57.jpg#	17874.63 KB	03.12.15
HK58.jpg 	HK 0058	Saxoniae Superioris Circulus	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?nx5g.2msmfiLGyiANWdb5S3NwbHs.DcLIFxYGCY7iI4l4Ksgm4jDvAfjXph6mWJ5U4ZgLfA2WLlzL5sZ3.WyCYoNBl03xEHFfWp9ZNM0H5Qn5wAnoegVzJg4f3AAOV52l@oeUxR.AFyaLJVbvKbIMw/HK58.jpg#	19486.78 KB	03.12.15
HK59.jpg 	HK 0059	Europa	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Qo3qJspx2bMbJi8SNiKdD0tBMPUXp1bThUhwPKglzCNyvXG7zwPlXmN@UdnBTuUX5@wApc5tpbGaBTTwaLp@@AUp.LeeKSd6L.YQAPqDIx.fm4WlEYklhOkc1UYJNB.0REogTogw0EMvzOHq@vxXcQ/HK59.jpg#	18537.67 KB	03.12.15
HK60.jpg 	HK 0060	S. R. I. Circulus Westphalicus	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?dHBbR@eOHF3y8UcYaYYoDeWRx4WEajbD.ogBJk7ofpv85b1JymDPKId9HWM3a0U2MELgyWZRdlTkZQv4XtIenhAV.1qBCCrUPG5jWu19HW3eawt.TPBJNgLuZGnLHc20Sk.UkP1HG@YtLbZanmna@A/HK60.jpg#	16923.99 KB	03.12.15
HK61.jpg 	HK 0061	Carte Particuliere de la Hongrie de la Transilvanie de la Croatie et de la Scalavonie	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?ZeYM6wJd08.rCaAuWyi4iK4uR5ll.duBpZwA.VoIxzvNB0qfvBbdTgQh72kgMUwRDXxSD.hTEXcIPzhWx91iQVZs1eTnSFPkw5LJTvbXUQqcvHwoXYALpJz5JsFpe.TnaIKx5Ncgc2eccvbVfhvFVg/HK61.jpg#	21372.72 KB	03.12.15
HK62.jpg 	HK 0062	La Perse, La Georgie, La Natolie, Les Arabies, L'Egipte et le Cours du Nil ou se trouve aussi Le Pont Euxin, La Mer Caspienne, La Mer Rouge et Les Golfes de Perse et D'Ormus	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?KxDOrIUwoLR4SVl09kb2hPrbwcvDuf5O9h47QgZyTYgmH8k7q54ne@2NbIVB4eJBLWm1m6vuJlpM8fLqzMTv7anoKoD8afL5Yhb.oCz0ir14IUqY@S8Cg7z9rHRrQi0PO6K3RmcFiTqR5XLBStzAXQ/HK62.jpg#	18026.68 KB	03.12.15
HK63.jpg 	HK 0063	L'Ecosse divisée en Shires ou Comtés	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?a3HL29dU@YZ3A3ySefixkn@8YWKkC.aWtV30xV0H1mVJk.NumNBp9pbbOjg5vCc9v@QrAxgNyjS8h2nkQfQR@AjPXDsgL0vSdip94DRKU.MRtFb@zegP6EstYE0uHRvn5lT.NDyKYnJObKqnDQjsoA/HK63.jpg#	16183.07 KB	03.12.15
HK64.jpg 	HK 0064	Les Indes Orientales	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?UVwHNIa05ez6abp2J0cHINAX7RilTRLS7N7OIqgLTP4Vvz6QT2ID3mvDlOhkGpQWhwaVjppnkyG8e.LgGZQVmBSvMDqWGJfl9VfF4qFEfk1fzRArS6sE12HCaNCos1foMRD7ypqkxyBeWFIo1lyQzA/HK64.jpg#	21256.11 KB	03.12.15
HK65.jpg 	HK 0065	Partie Orientale dela Republique de Venise	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?H@tiB4W2Inw.zDUtDxqvMuceYtHWomKIednIAubEVjq9hx601B.Li7nNBBmTLCSLX@VuAMN53YULpXI3mOY40g4SfD6Wt.n8C5Cr0bjyq0JCikqABZ5YkK0utL6yoY86wl0GHTIYGkYvvAC4@anhlQ/HK65.jpg#	14164.10 KB	03.12.15
HK66.jpg 	HK 0066	Borussiae Occidentalis Tabula	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?g2tVAU0F4WsR5X2mxrCt736h8Iy@halioYZB9wMtC6yETEDptyi3R7z62Znl1o3NsRsFTZ6LLTcbkBB49OrDHtZZqoM5QEjgs7i56e5HQVWLRtUMehTRMtnFXPt4.JIclAmjVmz9qn4kKU2Ama9vUg/HK66.jpg#	17857.75 KB	03.12.15
HK67.jpg 	HK 0067	La Mer du Nord	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?lpALr8.01@sGTHHyo5sjIeem9i0@h4R.41JA.nIBgTGq9HQ4QlBKkJfYOzJC2.1mMfl7fvQ@XG5gfQvdeSxM9mTcFZLXIyefizvnQlOUJISHeeS5dVTkMFzLpyvkvM0wMzIHjijPP853GTfPkN0tQA/HK67.jpg#	12231.32 KB	03.12.15
HK68.jpg 	HK 0068	Partie de l'Angleterre	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?nXPiVDBfmV.ycHwsvoebjP20tG1UHfWtDP16Xi2Te5UrjygvbEPV3ojG60CmFchOMR2U1s8c0qszhbZXGIYJfcvRvOuuwYjpsEQ9oRJx8gadyBJN4Uba8eimx6ogGNy9KpoZ25uhH.4E0dIkvNIaZQ/HK68.jpg#	14754.35 KB	03.12.15
HK69.jpg 	HK 0069	St. Pétersbourg	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?WT2rJpAiuJvz6AuIQu55dSH@wk1C3A.gLR.dn3IOtUQ975aShoMjmywASIFK@eSA@eIeHqdJ4.Rs0q3r3MtzT9.RQOE6LVgc1fZnjDcfXWZlFsTsTV3oFCyo1On97RofvsAVzJ.mWCK.TeMtPNz7VA/HK69.jpg#	23366.08 KB	03.12.15
HK70.jpg 	HK 0070	Obsidio Bredae	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?i0pCP4.RSDKJa5oPjnsx8KDzgfDQwLbrKv2EbxX9hEcz9GrROkxffOhsPQrhFQdDYUMU4l1GS8uROm1@xAZYAacqry2ojZ.cffSk.gHuTe4LEVuocef5qc.kFnEQnfFtzzUxfEL4ZTzHdmxJQ@QA5g/HK70.jpg#	18090.59 KB	03.12.15
HK71.jpg 	HK 0071	Nieuwe Kaerte van Breda belegert door syne Altesa Frederick Hendrick van Naßou Prince van Orangien den 23 Iuly 1637	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?vJw3chzqh5tebyfJ0iOejeylVRlWXAcJdM@DHLdaAxoahHUAHgQFuBh03mhhTSIptpO1NPLmffGlZ4mR7pY35vz4Emr12ODX54IH7ZOjqC4ka4MfIGU.ug5z688C4lvQ1kzDhJiIMkg23gLYcCW2ZQ/HK71.jpg#	19978.46 KB	03.12.15
HK71A.jpg 	HK 0071a	Nieuwe Kaerte van Breda belegert door syne Altesa Frederick Hendrick van Naßou Prince van Orangien den 23 Iuly 1637	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?GHmBgr9fUtG1faObqLUtp2@KezwgTSPYbNVqNSVDF@G@rIgixi0@4pSjYAYBKn3.RBVPJJUdHtj9yPNJG5FeyLMPkyn@dkTe5Eiw4nLcBONP8TeeXktb@pC..MKbZkz2Ij23A.5VJGmoY8uNpFovAA/HK71A.jpg#	19046.37 KB	03.12.15
HK72.jpg 	HK 0072	Siege, Et Plan Geometrique de la Vielle de Bois-Leducq en Braban	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?oySkpeb@ZLHdZ4lzqSndghzpLh1LvTOLd0LBy6IpMoaXVTNlR4s0CALdNLWbMp@r4TpujIEFQ1oUCc5XWVCFe9ZgUgunJmxUhqbdnOpCMm8xxmKySq1660wQC0lk@E5CGIRnkRXLS6fIzvejhySIUg/HK72.jpg#	17852.70 KB	03.12.15
HK73.jpg 	HK 0073	Naaukeurige Afbeelding Der Forten Fredrik Hendrik, Lillo, de Krysschans en Liefkenshoek, met de daaromtrent leggende Sterktens en geinnundeerde Landeryen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?eIrsNxNu7uzeRzkbsdnkEe8VxmXzYDOo9vwNAxHCgOHwPGQ1BbuMMQpQp@OzmIy98Yrgt2If46iKzxJzQJueZFO6ZeSE0FY.Fy7l2YjWnLcb6P7ioNLXKYsMNtv.8sStDuSy8PjlMLGDoGm6ycp.xA/HK73.jpg#	14985.08 KB	03.12.15
HK74.jpg 	HK 0074	Nieuwe platte Grond van Bergen op Zoom, met de Forten op de Linie derselver Belegeringe en Attaque der Franse, zedert den 16. July 1747	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?rc5kFRUxaIXwStMp1kdP1712HcPbJytIPXbvI7JiFnTnVgvsoaJsJrcLRf5V5RX07tEmrj1dw39PM9Z1WtTWJ7DrlLp0ztTaIvzPkWXuebeAvV@TGm6YNWp9qmqFwLA5r5FIpedaBXWdPZLqp4oL5A/HK74.jpg#	12551.54 KB	03.12.15
HK75.jpg 	HK 0075	Geneve: Ville capitele d'une Republique de même nom Située a l'extremité d'un Lac a 46. degrez de latitude et 27. degrez 40. minutes de longitude	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Km9@UF8zWJK7ze2pMV@rx@0yH1Px3aU8ZRHHq04tmTHIghlBkZqVMVsrqYVRVGSgWegHNPPjR9hZ9EUmFkgg5.i2.gorlaiai5zBzIDE6zuPDAVoZ5HePEkypislLuQOY5mAX6yiNmJ0GdKkV8yYvA/HK75.jpg#	9952.84 KB	03.12.15
HK75.jpg 	HK 0075	Genes: Ditte la Superbe Fameux Port sur la Mer Mediterranée, Capitole d'une Republique de même nom Située a 43. Degr. min. de Latitude et 31. Degr. de Longitude elle est la plus grande la plus Marchande et la plus Importante de toute l'Italie Occidentale	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?slk0kPmr5qt@2bQkLT97NCErAUTOSNd4wv4x3h2bX3@6bPsbr0Aw.XKBRcJ8LnOy.htuQ9DCYbFH.60Xu4.nH.sFepz9YvsDODaGUVAnJ2BR.AbEeoeBjpnkcsUgEgqtxDMel3GfIIE08XqFZ1DQ.A/HK75.jpg#	9952.84 KB	03.12.15
HK76.jpg 	HK 0076	Carte Particuliere du Serglio et des Environs de Mantou	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?uIgw4wwKYw@mFHw@mOHE0mxiGrQcwptFBeUv36sBbYcRUY0eirRd0@RI08Sy1Q2kvv4FRRhYKLDQplE2zA4IguupC0VXADdsGn13IYwToJgRwjlNAsEyciDlQg@tHdhFwBVeK@UTql0b7H7CbdFk0w/HK76.jpg#	6928.65 KB	03.12.15
HK77.jpg 	HK 0077	Plan de la Ville et Citadelle de Mantou	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?HQbg00HQzG.9RCCunQmswv3az2og4GLdQSnVtZOYh9CxtEpXy7kt2AMyLbKs5CP8jCGd6E6BvkVVLLEJk1PRrdsn.IbwRNs.bJTPZou@QYThCblKqzugRA49XEEjRmJmUQ0oZKaotXmH1LEp3fN1CA/HK77.jpg#	12936.63 KB	03.12.15
HK78.jpg 	HK 0078/I	Carmagnole	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?KWLck@PSHfRMHew4fDS0qDagOCUFFLy@k1MFvyoR7dyRfTCTW6dgDdpnOrb@aP9N44dLkxeuZ8LEpd.pTStqV1VJlKk1@ek@uzYtU1ksQFHuzfAVTns2NB32@JagpbeFQmB0Y7AOy6o7RcGJAivcqg/HK78.jpg#	5747.26 KB	03.12.15
HK78.jpg 	HK 0078/II	Verceil	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?hgJcOewUGvty9fnzU3fto7HXjnAUmQYEybkRWzXiepMa@XFhviJvVSd7YvaiDkHJuYmY6D61ubeaLmmbG7ePJxfx9nWcfjEgGf8gr1gKykfO5l3kEGALISMLImrcDKT9RvVlpmiS7RQ4Mp4oPqC3kw/HK78.jpg#	5747.26 KB	03.12.15
	HK 0079/I	Milan			
	HK 0079/II	Plan du Chateau de Milan			
HK80.jpg 	HK 0080/I	Plan de Picighitone	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?FneCdooLhdDwINDoaaIBfIYc5xXPBRa8YzxNtCPKUT99TUcCgch.qElnXxHOBGl4ZwIY5hDgHVMUvnJ6pi6lLDwN7YOUAp.ija4jFosoQLyxh@gJSaomqZBwTdjevzwFkcoGDm.qUmHtHM1w0mgkqQ/HK80.jpg#	12573.73 KB	03.12.15
HK80.jpg 	HK 0080/II	Valence	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?vTzZNJed3GtIIyt3Xio1eyFIjXZjD8W3bsCFH9GTasDIJSCo0J43fjSaCHLe2CWF0Y@vjxVv5OjtfqmvuWwIMeXQiicpuMJp4VQQII2OEw@Rc@HLOklS0EdZyEv3OkuVASdPV5Dp3FrV1CXOjbDV1w/HK80.jpg#	12573.73 KB	03.12.15
HK81.jpg 	HK 0081/I	Nice	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?8fsNHdF7@pUV9XuT7hD.v6jDTZ8Ggddh5ufHtR.VXTFQZL2fkDb3T9Egmj13qSNR2OQ59.Vfigmlskh5FWCbocuL577SNzEvNiz4raYALkozqoXF@jzLa5.TykGWtlZBi6ssfIzueuvbKDP2@INvtw/HK81.jpg#	12584.19 KB	03.12.15
HK81.jpg 	HK 0081/II	Veüe de Nice	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?EuSWWhXeMly1L2sDscrRRBSjnv3VTkYJ92xYc1DiNZM@VvMg0qZmz7m7fl.6Dnkaxh3z72rZ7AynWeIo@mVU20wd9F7VOcXzrv8sVcwtNkcWke5a@d6tPtxSZfp9jQxvlUjba3sEEX7U9KLAm6kYBQ/HK81.jpg#	12584.19 KB	03.12.15
HK81.jpg 	HK 0081/III	Projet de la Ville et Forteresse de Nice	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?yR7rd5K9G0CoexrGIejffL8btfTjp8wqqajA0dA7Y7EH@JoHSy0K5tWPYK6v0ptqjLXBe5KeNFo4eij2G85zMShVdcCF4dopKyxZfNiFlARsO5U795SrrxFXDigYO.urd88Gi7UzPi19mAc6zZJjRQ/HK81.jpg#	12584.19 KB	03.12.15
	HK 0082/I	Veüe du Port et des Environs de Ville Franche			
	HK 0082/II	La Forteresse de Mont-Melian			
	HK 0082/III	Veüe de Mont Melian du Costé de la Perouse			
HK84.jpg 	HK 0084	Veüe du Chateau de Miolans en Savoye a deux Lieues au Nord-Est de Montmelian	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?RQEfHXN9c7OTEDIs5xBavQ0f.OFBfiQ@c3KsYZR264Gxj7uuNqLHCAEE4NVquiiamskpIY4IGC2xXKgLAzw2STQvkZZfvgP4xJbZYQ7CobF37wSYbzDoV195Es3jHt76A5pajVM0NHAuyZknH1w6.g/HK84.jpg#	12153.95 KB	03.12.15
HK84.jpg 	HK 0084	Verue	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?YjNFyg2OJUatO36B22kZC.EvU6PVPCJb04BZAugysZJG0z2CeXiDeAf9pFuNKboXZ6pPaoo2gjli9uIMN3J7gHuoqecsYV.MZPWil1wsUiNFytvHx4RUh63TkDGmwSik9DvBZBA1@.k29OmBB9NSYg/HK84.jpg#	12153.95 KB	03.12.15
HK84.jpg 	HK 0084	Veüe de Verüe Ville de Piemont Située prés de la Riviere du Po	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Uo7e9gOzdHtB@IAr2kfaAC1zWBb0S3dPPgfdbWUxiLbX9KNHbqovcrtpeXu8d1T..7V9eCQTpT1hZSdEcYu1.r3IYW4BurFPocTIXEZYBnKtNUhsy12jTMQa7KqYk1xeg8mxG.mlnDKGyDVSnx9ViQ/HK84.jpg#	12153.95 KB	03.12.15
HK 0085.jpg 	HK 0085	Coni ou Cuneo	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?htzOybds5M5FNgteQI0HIOIrqjfj9drzSFbzXB@TRgX8XQnGsOGFmThgg3C63VWkXGsqh27l10h6ch8zTsZzxY@GxpxqmKAI5aM.ydUkWhK8KtEVq800qsiR51RDgsmM3OM33tilR6cv.BpyuJ0hrWRRf4BtqERW/HK%200085.jpg#	4308.76 KB	jpg
HK 0085.jpg 	HK 0085	Pignerol	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Cm18jna@Mz5E14ZheP3fsdt6O9gqQJvtuB9jbJpt95.BZ0wrceG8@zc7hgJUjivnejghZn5No5yejkIdUxjO4D1MYXGIDYXhFheYpuklg0crloCk@TFag6Iz.KLMpcQhdRkrFGKteyQHphkTO0UUhpJoYqRLuCkZ/HK%200085.jpg#	4308.76 KB	jpg
	HK 0087	Merkatorskaja Karta Vsego Sveta Ili General'naja Karta			
HK92.jpg 	HK 0092	Portugallia et Algarbia quae olim Lusitania	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?rPv54djOiF9cYu2uxzrQXtO@dDZ.sOHLs8FN7Nc@9X5C2cUmVm7zgP2O1fu9DcX.bB0lK.7yJacptNVoZMdqPsFr31l@urrUED1gwXPJh5u0brNiZLY4DehmplujzAxqwclscPqrn3i@xJjCGUqzMw/HK92.jpg#	5050.54 KB	03.12.15
HK93.jpg 	HK 0093	Baels Rivier in Groenland	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?6yyHv3v8FkjgqEP3WZ7mAqcrtLaMcw@ELrTllGF6Jo9fNcGRbGJvVA1LX3MLjQUOyPXfahik3YMwoHzKWbD76OqGqe9VJwc57jzAHC.AJKSAMqDELcmeSvN2Qf2Zmr143WTXByfH@orAuHjc5elmVw/HK93.jpg#	3310.16 KB	03.12.15
HK94.jpg 	HK 0094	Karte von Suriname	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?dft5jlB9q8Mnb5CGfrZcN6g.GAIJcqheK.FYFpgZFHYHjWceHHnSdztcu3nefSs9wl5PJrK0QvhnAKDIvEGGFbLjii.mTADv4CIZ@EVmy5LfBXLYQ18IUGCkstfvD8xmR4eIa.o8x1SPxwEU7CPpRg/HK94.jpg#	5094.55 KB	03.12.15
HK95.jpg 	HK 0095	America Meridonalis	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?5kuipomjvcXW3UI@C2yXsTZJng9Rr3a0a0inbI9gyYbeAjgiimHKVNaXodIUE1XmZVhEa19I3p4btftO0HR87GwxGPyUCD5XH6DsgdTXSQUc18IWK1FIv4rndOQO3G3ixARHNIQc3bo3AMbKdgq1uw/HK95.jpg#	3364.25 KB	03.12.15
HK96.jpg 	HK 0096	A Plan of the City & Harbour of Louisburg	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?ZAv8iusyLx9mwMioOLPmO5Qi2kW9XchLLLQ1nUuo5wdt1TTIdT6q2Fl1FpUtbkGM9o5cZketsfbfs7Ds2aCVCOK0vM10fJbsgcyrmGHMW0hLJxkf6cHOBAfg.cEQbjrr@M61bJ5ZRnYCLhtYnVZ6bg/HK96.jpg#	2903.06 KB	03.12.15
HK97.jpg 	HK 0097	America cum Supplementis Poly-Glottis	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?x9Xt3W.mG6noGvvBhd.82z2QjJv8BfNGrf1OU12QW424.WROU34ufK6TdIYW914hA24YKiYzgX2kFVVhd3.FQTRWfLmYtr99cUK53qkKl9JjLZPvgVkz26NFmv07vScTOWaOlETpcZ0zYypt9aTJuQ/HK97.jpg#	1962.68 KB	03.12.15
HK98.jpg 	HK 0098	Essai Sur La Topographie D'Olympie	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?C4ln7IpPhrxC5NuE5M9bVgG0v3P4rmCvkueFWbXRcr6FHILzsJ8iJpt7peDw0.Xn6Ci4WtSklJzQt@SOs51hwXSVBkuPuyUBasohxt4p8@xC0RbQzufkbWj1nbo9VIO8g05xGe6pqbGHUY17sGsECg/HK98.jpg#	3939.92 KB	03.12.15
HK100.jpg 	HK 0100	Neueste Postkarte von Deutschland und dessen angrenzenden Laendern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?.3RboW1jOP67V6MOgsZDaupe6xMsguWuns7GLOS2qNVl9omknqwPOu8a0jLTNC7W9mBHF5P1LHvk3tlmMDo5Qo2Ul6C90kJJY8p8uwi@FNK@2TQNx7Kf4INlFn7CzoETzUb2w.pcWJwug7@Jgi10dA/HK100.jpg#	20214.87 KB	03.12.15
HK101.jpg 	HK 0101	Nouveau Continent	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?gFpkD.wEE2Uy6xD0SzClaDVIF5dk5W516vOGRsaaPG7A1jJX0VD.tj5rvX553UFpeL0smDx029C1awHPph0fcVAr17fdCqfXteKECdOx344Oe5xMSiuZGyXPrO4TxCmNzlpu89qgXi0r6Eu9HQMpkA/HK101.jpg#	2503.15 KB	03.12.15
HK101.jpg 	HK 0101	Nouveau Continent	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Ue0P8Bh1i31S3JYOaD6FqlAFaUd1JIENP6p0kZs@AlHszqOTcpyHSoFjCEBw.AFh8.Getm4NqcT3u0uS5bTRerFsmMPN0d4d9pmNZXKazvJdSjY.KGO7XJygeOUy3PYrklCm5.77xeichIwAUmyFNw/HK101.jpg#	2503.15 KB	03.12.15
HK102.jpg 	HK 0102	Plan von der Schlacht bey Gadebusch den 20.sten Decembr. 1712	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?bRid2wR.Hs7M64d5chWzQz5XV62gaGh@c@fvSfI45Fxehg@8yQDCPACoinB94dDL4De0LlEIY4Qm5nIl0V4prxnLYgt9624oAmflZ0rBRzeiuAGXk4P8gvTVvfqCntklkNPUOCxBJ7rq46.Drk5gQQ/HK102.jpg#	9374.75 KB	03.12.15
HK103.jpg 	HK 0103	Der Leipziger Kreis	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Dup4AVdHf2uI6am6ossN3rEwwZDKKfKfR3AdbU4i4gWsRXlehwRmVmuX8hQTTlvFGb8pwVyTlnM0L04csEPU.vL4Ykp9o4VNi@1NKNXZ@0iDBMBTJAHUqjdyBx.cbhqbEpSJrNMArXzigq9z1GbZxQ/HK103.jpg#	5936.27 KB	03.12.15
HK104.jpg 	HK 0104	Das Fürstenthum Breslau, oder der Breslausche Und Neumarcktsche Kreis	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?gpf2nR@6OUrgdHORHaoVUieaDyj3DrFWeSsPycaz4YG.qE7bDHcKbpaRdLqNTi5oLDkSs51m.pFiU75lrr4sr7yLELl438ohqy@BDNm5Jk1d87zIDTve2.ZNQq3zGQeFr72zYZCH3rRpobBpLXa4nw/HK104.jpg#	24609.73 KB	03.12.15
HK105.jpg 	HK 0105	Tabula Generalis Regni Hungariae, Croatiae et Slavoniae, nec non Magni Principatus Transylvaniae	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?tS8p2MNjI93xJmmnISw68LXweQHfw2YqvhacqyQ4spV@.mLkIl@i44@jIY8x4@9.aL0be7Iemu.2vyBuIBOD1lhtbrl9w6Z3rvqwx2RsGlJVlcCh8bDo7wKSx07COF07knTx7PoqLoOfgK1Wh.qx5g/HK105.jpg#	25031.83 KB	03.12.15
HK106.jpg 	HK 0106	[Südukraine - Nordkrim]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?FlVPQ.eA@53rhag.FX7lvwV.dVi6lmahrvNyT.NLoxJCfiEz@wTLM7LUtSF7l2qJ9RFX8GwQ817kNo..Vzg0e5OCXf7kJAyQy1bXkoM9S26wm6GJ6flCU1ov3bnMz5uES8ysPQp79lOuAjGqRcY.4A/HK106.jpg#	6070.19 KB	03.12.15
HK108.jpg 	HK 0109	General Karte Vom Europäischen Russland und den kaukasischen Ländern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?gyYF5y8egluQQWxpqusCX9xgW9DAc1CICGIzMUd0nbHN3kobOU6OPU.y1yQwC8jwf6AV4bjW9C3eJhpqNWynttiDJgaQI5sVHOpQmIlutfKRgigXGVpFf6x1.TDQy7d.LcW7FdXkPCsT1JOcgZ3FEQ/HK108.jpg#	6747.35 KB	03.12.15
HK107.jpg 	HK 0109	General Karte Vom Europäischen Russland und den kaukasischen Ländern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?afha0AGESfscw9lfSpnQVoL7w10tRhf33Iyn18a0doNAaxEkR0ViKI55Y1OSy@ZDL0CJE7wHSIx.rVlPgtbEgigoUYG.Cb2g9oQdpHAxim9Eea6m7t7omiK64qh93sD8hAyF.JantKpSv.AnOPE21Q/HK107.jpg#	6992.86 KB	03.12.15
HK109.jpg 	HK 0109	General Karte Vom Europäischen Russland und den kaukasischen Ländern	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?bzKrzIlSGql0bQ6hVswDm8OIi9Oo1tfJKvghgedoVURkrZCLMkwgBolKAIWdrhR0ZqgGaTXVvqTwW6HV6WjrERMRWWE54NINe4nNH2cF6G@mXgTxh8PposTJBPQIQxulrYjDzA7@yjKBdCazhvVGtw/HK109.jpg#	7322.65 KB	03.12.15
HK110.jpg 	HK 0110	Accurate Geogr. Delineation Des Zu Dem Churfürstenth. Sachsen Gehörigen Voigtlaendischen Creisses Und Derer Darinnen Befindlichen Aemmter Plauen Pausa U. Voigtsberg Ingleichen Der Reichsfreyen Zettwitzischen Herrschaft Ascha Nebst Anderen Angrenzenden Gegenden	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?2ma0LNovS@0Z4XG.bOnKIYCBawAMYqBmu.aPq2kMbqhlcH5nSiFkwvS7uN2QvHqAOh.WwZDleqhaWTfpg1rqqX9M4IZ7jDLJakcMa93RKmVHAbUmX.Yh0xR8O6w8k.cEINsHqKeiWRD0QWrToNAHiA/HK110.jpg#	17977.06 KB	03.12.15
	HK 0111	Post-Charte des Königreichs Sachsen und der angränzenden Länder			
	HK 0112	Karte vom Koenigreiche Sachsen			
HK113.jpg 	HK 0113	Carte Particuliere Des Environs De Lille, Tournay, Valenciennes, Bouchain, Douay, Arras, Bethune	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?DVgyImNaUP4bRTG2U8.mEDF82eJJewInlPAFiJNX1A9XUZoYKOBbw.xVNyva1HNzIZ1c4WeswKCFRQa6ICkoxDVzBOtVi71CFHeVLiF6@soCYO445GqJSdCtw4QY.NbPo2aQ@5QBkdpw77gGNNcTlg/HK113.jpg#	17489.18 KB	03.12.15
HK114.jpg 	HK 0114	Carte Particuliere Des Environs De Philippeville, Charlemont, Marienbourg, Rocroy, Charleville, Mezieres, Sedan, Etc.	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?is9@x6OjHwsDaw3MOK6aJnBgEym@stXO3RauSafoFzMfE4UybNyDx2@LvN@ofEpxKcJDtNOC0ZjMA.kioL.PVv8S2h87h34ayjRP1WqxSYcZ1@1s9lrD0gOD.tRlXOg5PVJhzu4I8RyL.JrvqL4Y2w/HK114.jpg#	16351.93 KB	03.12.15
